,index,hotel_id,datum_dolaska,datum_odjave,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,rezervacija_id,gost_id,zemlja_gosta_mapped,broj_gostiju
8394,19469,0,2015-12-20,2015-12-22,2,2,52.36217741682492,1332692,1077056,3,3.0
8395,19470,0,2015-12-20,2015-12-22,2,1,115.65843539609914,1332693,1032007,3,2.0
8396,19471,0,2015-12-20,2015-12-22,2,1,119.37352550343823,1332694,1072824,3,3.0
8397,19472,0,2015-12-21,2015-12-22,0,1,82.29834977520771,1332695,1104062,0,2.0
8398,19473,0,2015-12-21,2015-12-22,0,1,44.44972963212901,1332696,1011053,0,1.0
8399,19474,0,2016-03-08,2016-03-10,0,1,52.4112363666477,1332697,1074630,0,1.0
8400,19475,0,2016-10-26,2016-10-27,0,1,87.36369513880527,1332698,1105314,0,1.0
8401,19476,0,2015-12-21,2015-12-22,2,1,42.868665218239045,1332699,1061112,0,2.0
8402,19477,0,2015-12-19,2015-12-22,2,1,117.77962125892677,1332700,1093974,0,2.0
8403,19478,0,2016-12-17,2016-12-21,2,1,44.59245635474214,1332701,1092802,3,2.0
8404,19479,0,2015-12-16,2015-12-22,2,1,68.47791786051724,1332702,1092710,1,2.0
8405,19480,0,2015-12-21,2015-12-22,2,1,67.7090644684623,1332703,1083196,0,2.0
8406,19481,0,2015-12-16,2015-12-22,2,1,124.42746550737789,1332704,1004397,71,3.0
8407,19482,0,2015-12-19,2015-12-22,2,1,41.26035230398008,1332705,1085862,0,2.0
8408,19483,0,2015-12-22,2015-12-23,2,2,83.87022584732756,1332706,1014363,35,3.0
8409,19484,0,2015-12-22,2015-12-23,1,1,49.448486636117416,1332707,1001417,0,1.0
8410,19485,0,2016-12-27,2016-12-28,1,1,130.02605517510895,1332708,1047584,0,1.0
8411,19486,0,2017-06-05,2017-06-06,1,1,72.79235165324273,1332709,1014238,0,1.0
8412,19487,0,2015-12-22,2015-12-23,1,1,136.1606365382455,1332710,1006981,0,1.0
8413,19488,0,2015-12-22,2015-12-23,2,1,62.38709396430812,1332711,1038297,0,2.0
8414,19489,0,2015-12-22,2015-12-23,0,2,54.08738490038363,1332712,1094529,0,2.0
8415,19490,0,2015-12-22,2015-12-23,2,2,114.56462371209726,1332713,1086324,0,2.0
8416,19491,0,2015-12-22,2015-12-23,2,1,55.71116942423165,1332714,1062121,0,1.0
8417,19492,0,2015-12-22,2015-12-23,2,2,138.30408013503546,1332715,1075916,25,2.0
8418,19493,0,2015-12-22,2015-12-23,2,1,75.23123849802094,1332716,1092201,35,2.0
8419,19494,0,2015-12-21,2015-12-23,0,2,56.191320123871826,1332717,1008532,3,2.0
8420,19495,0,2015-12-19,2015-12-24,2,2,155.31919339012524,1332718,1071708,1,3.0
8421,19497,0,2015-12-24,2015-12-24,2,1,100.0,1332720,1097798,0,2.0
8422,19498,0,2015-12-22,2015-12-24,2,1,102.94075604048226,1332721,1018317,0,2.0
8423,19499,0,2015-12-21,2015-12-24,2,1,87.77709184312242,1332722,1014222,0,3.0
8424,19500,0,2015-12-22,2015-12-24,2,3,86.02760537786303,1332723,1097519,33,2.0
8425,19501,0,2015-12-24,2015-12-25,0,1,78.27663138251798,1332724,1022031,0,2.0
8426,19502,0,2015-12-22,2015-12-25,2,2,79.61146826726902,1332725,1015905,3,2.0
8427,19503,0,2015-12-24,2015-12-25,0,2,77.81726181202582,1332726,1098908,0,2.0
8428,19504,0,2015-12-24,2015-12-25,2,1,99.16821866101337,1332727,1051540,20,2.0
8429,19505,0,2015-12-23,2015-12-25,2,4,152.20693328421717,1332728,1028982,0,4.0
8430,19506,0,2015-12-24,2015-12-25,0,1,87.73301290986271,1332729,1012366,33,2.0
8431,19507,0,2015-12-24,2015-12-25,0,1,91.43394662963149,1332730,1075900,0,1.0
8432,19508,0,2015-12-24,2015-12-25,0,5,73.11832980269186,1332731,1006707,0,2.0
8433,19509,0,2015-12-24,2015-12-25,0,0,157.02294576623083,1332732,1009207,0,4.0
8434,19510,0,2015-12-24,2015-12-25,0,5,46.48008318173459,1332733,1084035,0,2.0
8435,19511,0,2015-12-22,2015-12-26,2,2,83.01258314581254,1332734,1041804,1,2.0
8436,19512,0,2015-12-25,2015-12-26,0,5,68.53343836555251,1332735,1102620,5,2.0
8437,19513,0,2015-12-25,2015-12-26,2,2,79.25698789198518,1332736,1057289,0,2.0
8438,19514,0,2016-12-23,2016-12-26,0,3,83.19893866349352,1332737,1093063,0,2.0
8439,19515,0,2015-12-20,2015-12-26,2,4,122.76994265234406,1332738,1098353,0,3.0
8440,19516,0,2015-12-22,2015-12-26,2,1,49.007183828283615,1332739,1060800,5,2.0
8441,19517,0,2015-12-24,2015-12-26,2,1,44.62781181860993,1332740,1005175,25,2.0
8442,19518,0,2015-12-25,2015-12-26,2,1,95.68421807979077,1332741,1010031,0,2.0
8443,19519,0,2015-12-19,2015-12-26,2,2,61.284230271289736,1332742,1022250,1,2.0
8444,19520,0,2015-12-24,2015-12-26,0,2,61.87306420614482,1332743,1093898,0,2.0
8445,19521,0,2015-12-19,2015-12-26,2,1,45.755160897207624,1332744,1006814,1,2.0
8446,19522,0,2015-12-25,2015-12-26,2,1,75.8953254033128,1332745,1025142,12,2.0
8447,19523,0,2015-12-19,2015-12-26,2,1,95.64118869042295,1332746,1032062,5,3.0
8448,19524,0,2015-12-19,2015-12-26,2,1,66.510505781038,1332747,1078262,5,2.0
8449,19525,0,2015-12-24,2015-12-26,2,1,82.13092297745474,1332748,1073873,3,3.0
8450,19526,0,2015-12-24,2015-12-26,2,1,54.971801388009624,1332749,1063276,26,2.0
8451,19527,0,2015-12-12,2015-12-26,2,1,44.074432793270745,1332750,1066905,21,1.0
8452,19528,0,2015-12-21,2015-12-27,2,1,56.769936181636005,1332751,1090807,53,2.0
8453,19529,0,2015-12-21,2015-12-27,2,1,139.37533114864544,1332752,1076308,5,1.0
8454,19530,0,2015-12-26,2015-12-27,0,1,83.24035976483786,1332753,1046638,0,2.0
8455,19531,0,2015-12-24,2015-12-27,2,2,135.20433094580093,1332754,1037030,76,2.0
8456,19532,0,2015-12-23,2015-12-27,2,5,82.37567120312877,1332755,1053433,0,2.0
8457,19533,0,2015-12-26,2015-12-27,2,1,87.10937382531957,1332756,1099278,0,2.0
8458,19534,0,2015-12-26,2015-12-27,0,1,87.07734852906019,1332757,1085040,3,2.0
8459,19535,0,2015-12-24,2015-12-27,0,3,123.85920525436104,1332758,1070385,1,2.0
8460,19536,0,2015-12-23,2015-12-27,0,2,131.8230835821223,1332759,1063552,3,2.0
8461,19537,0,2015-12-23,2015-12-27,0,2,40.78596724592599,1332760,1068150,3,2.0
8462,19538,0,2015-12-20,2015-12-27,2,1,132.78071644473056,1332761,1038496,1,1.0
8463,19539,0,2015-12-20,2015-12-27,2,1,43.305981445354185,1332762,1009952,4,2.0
8464,19540,0,2015-12-26,2015-12-27,0,3,99.52181239821392,1332763,1043334,0,2.0
8465,19541,0,2015-12-26,2015-12-27,2,2,121.21571632356249,1332764,1049396,0,2.0
8466,19542,0,2015-12-26,2015-12-27,2,1,85.8938977993017,1332765,1077389,0,2.0
8467,19543,0,2015-12-25,2015-12-27,0,0,106.78794907679911,1332766,1019829,0,4.0
8468,19544,0,2015-12-26,2015-12-27,2,1,82.15657254692135,1332767,1005381,0,2.0
8469,19545,0,2015-12-23,2015-12-27,2,2,126.31098855243653,1332768,1090124,13,2.0
8470,19546,0,2015-12-23,2015-12-27,2,2,119.86812268023444,1332769,1062087,0,2.0
8471,19547,0,2015-12-24,2015-12-27,2,1,73.389665290786,1332770,1024058,0,2.0
8472,19548,0,2015-12-26,2015-12-27,2,1,52.76017847191228,1332771,1092293,3,2.0
8473,19549,0,2015-12-26,2015-12-27,2,0,72.48863564951344,1332772,1014729,0,4.0
8474,19550,0,2015-12-24,2015-12-27,0,2,46.63893141686243,1332773,1036126,0,2.0
8475,19551,0,2016-01-14,2016-01-25,0,2,43.40145154116969,1332774,1014269,0,1.0
8476,19552,0,2016-11-17,2016-11-26,0,1,80.026349828572,1332775,1082214,0,2.0
8477,19553,0,2016-12-08,2016-12-11,0,3,48.71036417124572,1332776,1098699,0,2.0
8478,19554,0,2017-01-26,2017-02-05,0,3,71.68898659929005,1332777,1038210,0,2.0
8479,19555,0,2015-12-25,2015-12-27,0,1,67.63475723203308,1332778,1031016,0,2.0
8480,19556,0,2015-12-23,2015-12-27,2,2,124.85271621042108,1332779,1061468,5,2.0
8481,19557,0,2015-12-26,2015-12-27,0,1,132.01303625274684,1332780,1097488,0,2.0
8482,19558,0,2015-12-25,2015-12-27,2,1,49.0036389629035,1332781,1092065,0,3.0
8483,19559,0,2015-12-24,2015-12-27,2,1,55.782312186697034,1332782,1049341,22,2.0
8484,19560,0,2015-12-24,2015-12-27,2,1,190.65915533447543,1332783,1061038,0,2.0
8485,19561,0,2015-12-23,2015-12-27,2,3,67.63261234497325,1332784,1006282,0,1.0
8486,19563,0,2015-12-23,2015-12-27,2,3,88.9903480300372,1332786,1033297,5,1.0
8487,19564,0,2015-12-25,2015-12-27,2,1,129.0915330437384,1332787,1071915,0,1.0
8488,19565,0,2015-12-26,2015-12-27,0,2,125.58923798242397,1332788,1041129,0,3.0
8489,19566,0,2015-12-24,2015-12-27,2,2,56.884130894679934,1332789,1022047,0,3.0
8490,19567,0,2015-12-16,2015-12-28,2,2,118.76302773010295,1332790,1058440,12,2.0
8491,19568,0,2015-12-21,2015-12-28,2,1,90.57684958038878,1332791,1059163,0,2.0
8492,19569,0,2015-12-21,2015-12-28,2,1,161.43028736202166,1332792,1045485,0,2.0
8493,19570,0,2015-12-24,2015-12-28,2,6,122.00024371888522,1332793,1064497,0,2.0
8494,19571,0,2015-12-26,2015-12-28,2,1,130.29301605842687,1332794,1010768,3,2.0
8495,19572,0,2015-12-28,2015-12-28,2,1,100.0,1332795,1082030,0,1.0
8496,19573,0,2015-12-26,2015-12-28,2,2,53.346483971101215,1332796,1001273,5,2.0
8497,19574,0,2015-12-23,2015-12-28,2,3,139.6234011200318,1332797,1077360,1,2.0
8498,19575,0,2015-12-26,2015-12-28,0,1,84.86970041257267,1332798,1080460,0,2.0
8499,19576,0,2015-12-25,2015-12-28,0,1,133.59283022944993,1332799,1072484,0,1.0
8500,19577,0,2015-12-27,2015-12-28,0,5,100.9104093222711,1332800,1041801,0,2.0
8501,19578,0,2015-12-26,2015-12-28,0,4,150.1055008040299,1332801,1099538,0,3.0
8502,19579,0,2015-12-27,2015-12-28,2,1,88.335279850913,1332802,1063081,0,2.0
8503,19580,0,2015-12-25,2015-12-28,2,2,54.12778903356449,1332803,1053758,1,2.0
8504,19581,0,2015-12-25,2015-12-28,2,2,48.80088846297656,1332804,1104639,33,2.0
8505,19582,0,2015-12-27,2015-12-28,0,3,89.12150545536717,1332805,1093510,2,2.0
8506,19583,0,2015-12-27,2015-12-28,2,1,53.710061344118344,1332806,1051592,0,1.0
8507,19584,0,2015-12-27,2015-12-28,2,2,64.11907091776993,1332807,1093447,3,2.0
8508,19585,0,2015-12-25,2015-12-28,2,1,72.87132988372254,1332808,1074389,0,2.0
8509,19586,0,2015-12-28,2015-12-28,0,5,100.0,1332809,1049552,0,2.0
8510,19587,0,2015-12-26,2015-12-28,0,1,100.0,1332810,1064502,0,2.0
8511,19588,0,2015-12-26,2015-12-28,2,3,143.90786191887608,1332811,1037337,0,3.0
8512,19589,0,2015-12-27,2015-12-28,2,1,41.75560293111935,1332812,1105516,0,1.0
8513,19590,0,2015-12-21,2015-12-28,2,1,50.4690193948373,1332813,1083465,1,2.0
8514,19591,0,2015-12-23,2015-12-28,2,1,60.77214737568369,1332814,1006350,4,2.0
8515,19592,0,2015-12-27,2015-12-28,2,1,46.19683196531868,1332815,1043832,0,2.0
8516,19593,0,2015-12-21,2015-12-28,2,3,83.99152875731677,1332816,1035262,12,2.0
8517,19594,0,2015-12-27,2015-12-28,2,3,47.593375305663564,1332817,1023052,12,2.0
8518,19595,0,2015-12-27,2015-12-28,2,1,139.55272565882706,1332818,1091857,0,1.0
8519,19596,0,2015-12-27,2015-12-28,2,1,45.606622680444104,1332819,1007366,0,2.0
8520,19597,0,2015-12-28,2015-12-28,2,1,100.0,1332820,1081315,0,2.0
8521,19598,0,2015-12-28,2015-12-28,2,1,100.0,1332821,1027145,0,2.0
8522,19599,0,2015-12-28,2015-12-28,2,1,100.0,1332822,1091531,0,1.0
8523,19600,0,2015-12-22,2015-12-29,2,2,95.1271170136327,1332823,1008787,13,2.0
8524,19601,0,2015-12-22,2015-12-29,2,1,66.69612955543131,1332824,1049041,4,2.0
8525,19602,0,2015-12-26,2015-12-29,2,2,79.98352240818436,1332825,1053722,5,2.0
8526,19603,0,2015-12-23,2015-12-29,2,1,72.27606559627266,1332826,1003605,4,1.0
8527,19604,0,2015-12-22,2015-12-29,2,1,63.38691607429092,1332827,1098741,4,2.0
8528,19605,0,2015-12-22,2015-12-29,2,2,130.36510580491134,1332828,1012564,17,2.0
8529,19606,0,2015-12-22,2015-12-29,2,1,40.797667683424,1332829,1050102,4,2.0
8530,19607,0,2015-12-22,2015-12-29,2,1,115.79998370398187,1332830,1038905,4,2.0
8531,19608,0,2015-12-22,2015-12-29,0,2,62.43554623612274,1332831,1005401,44,2.0
8532,19609,0,2015-12-22,2015-12-29,2,1,77.59906956229707,1332832,1015739,4,2.0
8533,19610,0,2015-12-23,2015-12-29,0,3,84.64280230899121,1332833,1006248,2,2.0
8534,19611,0,2015-12-22,2015-12-29,2,1,65.86111594710191,1332834,1035004,4,1.0
8535,19612,0,2015-12-22,2015-12-29,2,1,139.5422820154618,1332835,1076494,4,2.0
8536,19613,0,2015-12-27,2015-12-29,2,2,136.17623716061075,1332836,1002773,14,2.0
8537,19614,0,2015-12-27,2015-12-29,2,2,103.42524853171795,1332837,1075930,14,2.0
8538,19615,0,2015-12-28,2015-12-29,1,1,57.23314901452398,1332838,1078831,6,1.0
8539,19616,0,2015-12-22,2015-12-29,2,1,66.45480805497496,1332839,1098666,3,2.0
8540,19617,0,2015-12-27,2015-12-29,2,1,108.6797555640212,1332840,1023665,3,2.0
8541,19618,0,2015-12-27,2015-12-29,2,1,40.20403793456663,1332841,1094595,3,2.0
8542,19619,0,2015-12-25,2015-12-29,2,1,50.98698961334116,1332842,1022978,18,2.0
8543,19620,0,2015-12-26,2015-12-29,2,1,139.97250090134693,1332843,1066506,0,2.0
8544,19621,0,2015-12-28,2015-12-29,0,1,63.38594772984988,1332844,1105207,0,1.0
8545,19622,0,2015-12-28,2015-12-29,0,1,59.982208891450995,1332845,1047980,0,2.0
8546,19623,0,2015-12-27,2015-12-29,0,1,72.48077741037943,1332846,1021272,0,2.0
8547,19624,0,2015-12-28,2015-12-29,0,1,98.21926013899105,1332847,1097830,0,4.0
8548,19625,0,2015-12-28,2015-12-29,2,1,138.69334069602093,1332848,1072841,3,2.0
8549,19626,0,2015-12-28,2015-12-29,0,1,101.061158475997,1332849,1091552,2,2.0
8550,19627,0,2015-12-28,2015-12-29,0,5,40.34417663021642,1332850,1066238,0,2.0
8551,19628,0,2015-12-27,2015-12-29,0,1,52.39754165003964,1332851,1030959,5,2.0
8552,19629,0,2015-12-28,2015-12-29,0,1,143.42404271554153,1332852,1093393,1,2.0
8553,19630,0,2015-12-28,2015-12-29,2,6,125.52861230126123,1332853,1073454,33,3.0
8554,19631,0,2016-03-16,2016-03-17,2,2,88.35567997588858,1332854,1020939,33,2.0
8555,19632,0,2015-12-27,2015-12-29,0,3,76.52891744061567,1332855,1032034,0,3.0
8556,19633,0,2015-12-27,2015-12-29,2,3,138.85104859137635,1332856,1100267,0,2.0
8557,19634,0,2015-12-15,2015-12-29,2,2,41.430840967201604,1332857,1066130,1,2.0
8558,19635,0,2015-12-28,2015-12-29,2,1,60.621415446245805,1332858,1061114,3,3.0
8559,19636,0,2015-12-26,2015-12-29,2,1,44.66833335688065,1332859,1045748,3,2.0
8560,19637,0,2015-12-23,2015-12-30,2,2,99.62974478533275,1332860,1065819,2,2.0
8561,19638,0,2015-12-28,2015-12-30,2,2,69.96759005780805,1332861,1059151,17,1.0
8562,19639,0,2015-12-28,2015-12-30,2,2,65.77468167216749,1332862,1092666,17,2.0
8563,19640,0,2015-12-28,2015-12-30,1,1,68.76401177543259,1332863,1067964,0,1.0
8564,19641,0,2015-12-28,2015-12-30,1,1,82.04956594165652,1332864,1045629,0,1.0
8565,19642,0,2015-12-30,2015-12-30,2,2,100.0,1332865,1082744,0,1.0
8566,19643,0,2015-12-29,2015-12-30,2,1,133.16999192899985,1332866,1006146,0,2.0
8567,19644,0,2015-12-23,2015-12-30,2,1,139.9892856868933,1332867,1082676,0,2.0
8568,19645,0,2015-12-24,2015-12-30,2,2,63.81640762546536,1332868,1018927,1,2.0
8569,19646,0,2015-12-27,2015-12-30,2,1,49.35682150711584,1332869,1014862,3,3.0
8570,19647,0,2015-12-29,2015-12-30,2,2,55.2844447036503,1332870,1016061,11,2.0
8571,19648,0,2015-12-25,2015-12-30,2,0,121.56628426833589,1332871,1005153,3,4.0
8572,19649,0,2015-12-26,2015-12-30,2,1,86.00204461946763,1332872,1100532,12,2.0
8573,19650,0,2015-12-27,2015-12-30,0,3,109.46687804256281,1332873,1090362,5,2.0
8574,19651,0,2015-12-26,2015-12-30,0,6,136.58328218040893,1332874,1005102,5,3.0
8575,19652,0,2015-12-23,2015-12-30,2,1,84.88548030667937,1332875,1105759,12,2.0
8576,19653,0,2015-12-26,2015-12-30,2,1,126.02996900285095,1332876,1106253,3,3.0
8577,19654,0,2015-12-28,2015-12-30,2,2,100.90304696777258,1332877,1047078,17,2.0
8578,19655,0,2015-12-20,2015-12-30,2,3,90.86943422282586,1332878,1084980,12,2.0
8579,19656,0,2015-12-29,2015-12-30,2,1,129.59237488630018,1332879,1006109,1,2.0
8580,19657,0,2015-12-29,2015-12-30,2,1,61.345051740579194,1332880,1038472,0,2.0
8581,19658,0,2015-12-28,2015-12-30,2,3,109.26044765429869,1332881,1001005,21,2.0
8582,19659,0,2015-12-23,2015-12-30,2,1,43.31735115245237,1332882,1033917,12,1.0
8583,19660,0,2015-12-27,2015-12-30,0,0,146.69024334809836,1332883,1102314,0,4.0
8584,19661,0,2015-12-28,2015-12-30,0,2,100.18259931286883,1332884,1060633,0,2.0
8585,19662,0,2015-12-29,2015-12-30,0,1,55.35740924099853,1332885,1085952,0,3.0
8586,19663,0,2015-12-29,2015-12-30,0,3,54.720459310261624,1332886,1048422,0,2.0
8587,19664,0,2016-11-25,2016-11-27,0,3,99.32878252073387,1332887,1058128,0,2.0
8588,19665,0,2015-12-26,2015-12-31,2,1,47.2381166585933,1332888,1072910,1,2.0
8589,19666,0,2015-12-27,2015-12-31,2,2,79.39326395072993,1332889,1038133,4,2.0
8590,19667,0,2015-12-23,2015-12-31,2,2,110.86717594771265,1332890,1073458,1,2.0
8591,19668,0,2015-12-28,2015-12-31,2,2,112.80775517313634,1332891,1011776,1,2.0
8592,19669,0,2015-12-30,2015-12-31,0,1,68.70906954450868,1332892,1014595,3,2.0
8593,19670,0,2015-12-30,2015-12-31,0,3,87.966964061463,1332893,1033262,4,2.0
8594,19671,0,2015-12-30,2015-12-31,0,2,97.60360192899935,1332894,1080415,0,2.0
8595,19672,0,2015-12-28,2015-12-31,2,1,60.0435119021004,1332895,1053112,1,2.0
8596,19673,0,2015-12-27,2015-12-31,2,1,75.39340753356831,1332896,1050252,17,2.0
8597,19674,0,2015-12-27,2015-12-31,2,1,48.561963384697606,1332897,1005348,17,2.0
8598,19675,0,2015-12-27,2015-12-31,2,1,71.45288266328822,1332898,1031935,17,2.0
8599,19676,0,2015-12-29,2015-12-31,0,1,125.951663608227,1332899,1001015,0,2.0
8600,19677,0,2015-12-31,2016-01-03,0,5,137.8834737589874,1332900,1100011,0,2.0
8601,19678,0,2016-05-07,2016-05-08,1,2,100.96788873776467,1332901,1045101,0,2.0
8602,19679,0,2015-12-29,2015-12-31,2,5,163.02008514986937,1332902,1024168,3,2.0
8603,19680,0,2015-12-27,2015-12-31,0,1,66.54650456207617,1332903,1028786,0,2.0
8604,19681,0,2015-12-31,2016-01-03,0,6,234.80838944902558,1332904,1097082,0,4.0
8605,19682,0,2015-12-29,2016-01-01,2,1,113.70618929143406,1332905,1087072,13,2.0
8606,19683,0,2015-12-29,2016-01-01,0,5,102.67875478575934,1332906,1038672,0,2.0
8607,19684,0,2015-12-31,2016-01-01,0,5,211.57073479396325,1332907,1070838,13,2.0
8608,19686,0,2015-12-31,2016-01-01,0,1,111.82694937081448,1332909,1071833,0,2.0
8609,19687,0,2015-12-30,2016-01-01,2,6,210.1237249280214,1332910,1002050,0,4.0
8610,19688,0,2015-12-28,2016-01-01,0,4,137.9137399280722,1332911,1029567,0,4.0
8611,19689,0,2015-12-29,2016-01-01,2,1,215.3924753466791,1332912,1081123,0,2.0
8612,19690,0,2015-12-29,2016-01-01,0,1,168.4025019938962,1332913,1069040,0,2.0
8613,19691,0,2015-12-29,2016-01-01,0,1,121.60222510965613,1332914,1020324,0,2.0
8614,19692,0,2015-12-31,2016-01-02,2,2,71.43096088199118,1332915,1023697,1,2.0
8615,19693,0,2015-12-30,2016-01-02,2,2,143.88637081956455,1332916,1065488,0,2.0
8616,19694,0,2017-05-20,2017-05-25,2,1,72.3934898581199,1332917,1017962,0,2.0
8617,19695,0,2015-12-30,2016-01-02,0,2,185.13651137844835,1332918,1085318,0,2.0
8618,19696,0,2015-12-30,2016-01-02,0,3,301.1541053507126,1332919,1027260,0,2.0
8619,19697,0,2015-12-30,2016-01-02,0,2,241.47133925275415,1332920,1032066,0,2.0
8620,19698,0,2015-12-30,2016-01-02,0,2,157.6883373338973,1332921,1017816,0,3.0
8621,19699,0,2015-12-30,2016-01-02,2,2,105.03999694725285,1332922,1003771,0,2.0
8622,19700,0,2015-12-30,2016-01-02,0,3,375.3741927094971,1332923,1070494,0,2.0
8623,19701,0,2015-12-30,2016-01-02,0,3,315.6368503581615,1332924,1094116,0,2.0
8624,19702,0,2015-12-30,2016-01-02,0,2,257.0833473995409,1332925,1033995,0,2.0
8625,19703,0,2015-12-29,2016-01-02,0,3,141.4198011380001,1332926,1079560,0,3.0
8626,19704,0,2015-12-30,2016-01-02,0,1,139.38506057699323,1332927,1082034,0,2.0
8627,19705,0,2015-12-26,2016-01-02,2,2,54.54249578487482,1332928,1022004,1,2.0
8628,19706,0,2017-04-21,2017-04-28,2,5,102.41371425676225,1332929,1074336,1,2.0
8629,19707,0,2015-12-30,2016-01-02,0,3,336.47823478852064,1332930,1036557,0,2.0
8630,19708,0,2015-12-30,2016-01-02,0,1,149.59333724738926,1332931,1013180,0,2.0
8631,19709,0,2015-12-29,2016-01-02,0,1,209.22000338435794,1332932,1082470,0,2.0
8632,19710,0,2015-12-29,2016-01-02,0,1,244.66020013331095,1332933,1101782,0,2.0
8633,19711,0,2016-01-01,2016-01-02,0,1,177.1440693670971,1332934,1010278,0,5.0
8634,19712,0,2015-12-31,2016-01-02,2,4,126.35585600527871,1332935,1050132,0,4.0
8635,19713,0,2015-12-30,2016-01-02,0,1,183.42959594596613,1332936,1006693,0,2.0
8636,19714,0,2015-12-30,2016-01-02,0,0,176.55766259117138,1332937,1089222,0,4.0
8637,19715,0,2015-12-29,2016-01-02,0,3,204.6052826394851,1332938,1006866,15,2.0
8638,19716,0,2015-12-30,2016-01-02,0,3,187.68519692790613,1332939,1004641,0,2.0
8639,19717,0,2015-12-30,2016-01-02,0,1,483.4233193510963,1332940,1063079,0,2.0
8640,19718,0,2015-12-30,2016-01-02,0,1,131.86738840972032,1332941,1077898,0,2.0
8641,19719,0,2016-12-30,2017-01-01,0,1,300.68880909784986,1332942,1016498,0,2.0
8642,19720,0,2015-12-30,2016-01-02,0,1,200.57126268676714,1332943,1021909,0,1.0
8643,19721,0,2016-12-30,2017-01-01,0,1,117.20814602347559,1332944,1054734,0,1.0
8644,19722,0,2015-12-30,2016-01-02,0,1,281.9252377698823,1332945,1020828,0,2.0
8645,19723,0,2015-12-30,2016-01-02,0,1,125.54388918265042,1332946,1083547,0,2.0
8646,19724,0,2015-12-30,2016-01-02,0,2,339.1915698827354,1332947,1026807,0,2.0
8647,19725,0,2015-12-30,2016-01-02,0,2,347.85859549834373,1332948,1092969,0,2.0
8648,19726,0,2015-12-30,2016-01-02,0,2,283.8339073290977,1332949,1088078,0,2.0
8649,19727,0,2015-12-30,2016-01-02,0,2,211.63783600254214,1332950,1056416,0,2.0
8650,19728,0,2017-02-12,2017-02-14,0,3,75.4053132497853,1332951,1081400,0,2.0
8651,19729,0,2015-12-30,2016-01-02,0,2,473.84059155243534,1332952,1000331,0,2.0
8652,19730,0,2015-12-30,2016-01-02,0,1,170.2105458786282,1332953,1092769,0,2.0
8653,19731,0,2016-12-30,2017-01-01,0,1,393.75723768922154,1332954,1049753,0,2.0
8654,19732,0,2015-12-30,2016-01-02,0,1,177.40664369166234,1332955,1070706,0,2.0
8655,19733,0,2015-12-30,2016-01-02,0,1,250.40189213674972,1332956,1046277,0,2.0
8656,19734,0,2016-12-30,2017-01-01,0,1,50.82715941669592,1332957,1020588,0,2.0
8657,19735,0,2015-12-30,2016-01-02,0,1,277.6054565707275,1332958,1039215,0,2.0
8658,19736,0,2015-12-30,2016-01-02,0,3,376.995037651178,1332959,1068117,0,2.0
8659,19737,0,2015-12-30,2016-01-02,0,3,143.60270807826504,1332960,1065119,0,2.0
8660,19738,0,2015-12-30,2016-01-02,0,3,388.4251194874651,1332961,1000132,0,2.0
8661,19739,0,2015-12-30,2016-01-02,0,3,498.979481370157,1332962,1029579,0,2.0
8662,19740,0,2015-12-30,2016-01-02,0,1,307.6467890472167,1332963,1037371,0,2.0
8663,19741,0,2017-04-03,2017-04-04,0,1,98.3326106001653,1332964,1082811,0,1.0
8664,19742,0,2015-12-30,2016-01-02,0,1,287.3419594886928,1332965,1048652,0,2.0
8665,19743,0,2015-12-30,2016-01-02,0,2,330.47621692004526,1332966,1028230,0,2.0
8666,19744,0,2015-12-30,2016-01-02,0,2,233.44220547042798,1332967,1057232,0,1.0
8667,19745,0,2015-12-30,2016-01-02,0,1,124.23289951567854,1332968,1092684,0,2.0
8668,19746,0,2015-12-30,2016-01-02,0,1,327.82884100142303,1332969,1079237,0,2.0
8669,19747,0,2015-12-30,2016-01-02,0,1,315.7732332917364,1332970,1100499,0,2.0
8670,19748,0,2016-12-30,2017-01-01,0,1,351.96140037800535,1332971,1078699,0,2.0
8671,19749,0,2015-12-30,2016-01-02,0,1,133.21016821264084,1332972,1072314,0,1.0
8672,19750,0,2015-12-30,2016-01-02,0,1,326.2427206272834,1332973,1083501,0,2.0
8673,19751,0,2015-12-30,2016-01-02,0,1,223.2901308884629,1332974,1073624,0,2.0
8674,19752,0,2015-12-23,2016-01-02,2,6,228.93441678677712,1332975,1057089,0,3.0
8675,19753,0,2016-12-23,2017-01-02,2,3,123.02216984251166,1332976,1028875,0,2.0
8676,19754,0,2016-01-02,2016-01-03,2,1,64.1237447204659,1332977,1098867,0,2.0
8677,19755,0,2015-12-31,2016-01-03,2,3,143.56694688850516,1332978,1041159,0,2.0
8678,19756,0,2016-10-01,2016-10-06,2,3,117.65179064483445,1332979,1063397,0,2.0
8679,19757,0,2017-06-03,2017-06-10,2,3,168.43842545294234,1332980,1007866,0,2.0
8680,19758,0,2016-01-02,2016-01-03,2,2,138.061424506054,1332981,1091701,0,2.0
8681,19759,0,2017-01-14,2017-01-15,2,1,42.69905155454941,1332982,1105775,0,2.0
8682,19760,0,2017-02-26,2017-02-27,2,1,63.267304333567346,1332983,1060718,0,2.0
8683,19761,0,2016-01-02,2016-01-03,2,2,64.40733002462697,1332984,1016201,3,2.0
